Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Additional Treatments,2009,84.21,5210558,"$439,000,000.00",-6.29
Additional Treatments,2008,100.23,5624372,"$564,000,000.00",0.48
Additional Treatments,2015,60.74,6351013,"$386,000,000.00",19.22
Additional Treatments,2020,93.28,7614190,"$710,000,000.00",19.63
Additional Treatments,2024,95.42,6251218,"$596,000,000.00",11.91
Additional Treatments,2020,109.99,8871317,"$976,000,000.00",14.8
Additional Treatments,2001,26.77,1017466,"$27,240,279.00",-4.44
Additional Treatments,2010,99.64,1005733,"$100,000,000.00",-7.8
Additional Treatments,2019,30.08,3024536,"$90,988,952.00",2.57
Additional Treatments,2021,64.28,238026,"$15,301,317.00",-5.53
Additional Treatments,2003,88.58,7585437,"$672,000,000.00",11.95
Additional Treatments,2002,100.67,3581781,"$361,000,000.00",9.17
Additional Treatments,2012,12.47,1038676,"$12,947,619.00",19.14
Additional Treatments,2009,38.98,3426603,"$134,000,000.00",9.9
Additional Treatments,2003,101.34,7614044,"$772,000,000.00",4.51
Additional Treatments,2004,106.47,7678991,"$818,000,000.00",12.31
Additional Treatments,2002,39.06,3753228,"$147,000,000.00",16.64
Additional Treatments,2003,22.98,8136060,"$187,000,000.00",4.4
Additional Treatments,2001,78.49,4338532,"$341,000,000.00",14.54
Additional Treatments,2006,19.03,6344011,"$121,000,000.00",19.8
Additional Treatments,2024,71.27,4400470,"$314,000,000.00",-5.49
Additional Treatments,2015,96.33,5937196,"$572,000,000.00",5.35
Additional Treatments,2014,24.97,2987433,"$74,604,270.00",15.83
Additional Treatments,2020,61.9,4523737,"$280,000,000.00",0.02
Additional Treatments,2017,98.86,3596105,"$356,000,000.00",5.68
Additional Treatments,2007,56.31,2788498,"$157,000,000.00",-1.84
Additional Treatments,2011,45.52,8720088,"$397,000,000.00",7.44
Additional Treatments,2020,80.73,448004,"$36,167,035.00",-2.82
Additional Treatments,2024,24.79,2981093,"$73,910,600.00",-4.98
Additional Treatments,2021,81.85,5381529,"$440,000,000.00",4.09
Additional Treatments,2005,28.11,2717092,"$76,381,316.00",5.61
Additional Treatments,2000,68.67,9964154,"$684,000,000.00",19.3
Additional Treatments,2013,106.03,7512459,"$797,000,000.00",14.62
Additional Treatments,2006,113.11,5115246,"$579,000,000.00",-0.64
Additional Treatments,2024,22.64,5157227,"$117,000,000.00",-7.85
Additional Treatments,2019,117.46,5185529,"$609,000,000.00",9.03
Additional Treatments,2014,10.98,6774051,"$74,348,673.00",-0.18
Additional Treatments,2020,115.19,6544106,"$754,000,000.00",16.33
Additional Treatments,2013,118.04,6179177,"$729,000,000.00",8.33
Additional Treatments,2017,83,8354271,"$693,000,000.00",17.71
Additional Treatments,2013,92.8,4582415,"$425,000,000.00",2.25
Additional Treatments,2001,46.85,6800232,"$319,000,000.00",13.8
Additional Treatments,2000,15.93,8272339,"$132,000,000.00",9.46
Additional Treatments,2024,23.03,4158383,"$95,787,885.00",-3.21
Additional Treatments,2024,76.23,1610333,"$123,000,000.00",4.07
Additional Treatments,2008,65.85,7361822,"$485,000,000.00",2.76
Additional Treatments,2018,25.69,108963,"$2,799,104.00",-5.95
Additional Treatments,2008,31.69,5423923,"$172,000,000.00",5.02
Additional Treatments,2013,77.33,8547774,"$661,000,000.00",11.62
Additional Treatments,2007,47.67,6237613,"$297,000,000.00",10.99
Additional Treatments,2012,14.33,3298804,"$47,258,796.00",7.3
Additional Treatments,2021,26.1,9523830,"$249,000,000.00",18.67
Additional Treatments,2006,78.63,6604168,"$519,000,000.00",-4.18
Additional Treatments,2016,107.14,8537001,"$915,000,000.00",6.69
Additional Treatments,2009,82.99,6125017,"$508,000,000.00",18.65
Additional Treatments,2007,106.13,9607377,"$1,020,000,000.00",6.68
Additional Treatments,2007,79.87,8626269,"$689,000,000.00",17.82
Additional Treatments,2010,112.66,5033208,"$567,000,000.00",13.1
Additional Treatments,2010,17.6,6631044,"$117,000,000.00",8.17
Additional Treatments,2020,62.97,5998902,"$378,000,000.00",2.78
Additional Treatments,2010,41.37,9667267,"$400,000,000.00",-1.88
Additional Treatments,2000,117.44,1348745,"$158,000,000.00",5.87
Additional Treatments,2020,67.79,6504299,"$441,000,000.00",18.09
Additional Treatments,2023,25.19,5676077,"$143,000,000.00",7.09
Additional Treatments,2003,60.17,5785045,"$348,000,000.00",13.62
Additional Treatments,2003,44.88,1368136,"$61,399,683.00",13.67
Additional Treatments,2007,96.35,3487161,"$336,000,000.00",1.55
Additional Treatments,2007,70.62,4109133,"$290,000,000.00",16.24
Additional Treatments,2001,103.13,8051508,"$830,000,000.00",0.5
Additional Treatments,2008,10.44,7061079,"$73,689,383.00",9.38
Additional Treatments,2024,37.96,3890300,"$148,000,000.00",-6.87
Additional Treatments,2005,85.51,2231776,"$191,000,000.00",1.21
Additional Treatments,2009,35.13,5919515,"$208,000,000.00",4.17
Additional Treatments,2009,47.94,4695928,"$225,000,000.00",4.24
Additional Treatments,2010,49.44,4954216,"$245,000,000.00",10.73
Additional Treatments,2005,58.19,6345036,"$369,000,000.00",18.34
Additional Treatments,2000,72.25,7922398,"$572,000,000.00",-3.79
Additional Treatments,2002,26.06,6113278,"$159,000,000.00",-7.96
Additional Treatments,2008,14.01,686849,"$9,624,872.00",16.1
Additional Treatments,2012,47.39,593513,"$28,124,035.00",7.99
Additional Treatments,2014,33.27,8909241,"$296,000,000.00",2.91
Additional Treatments,2001,49.98,138748,"$6,934,291.00",2.66
Additional Treatments,2006,119.49,2749803,"$329,000,000.00",16.57
Additional Treatments,2004,75.49,1726387,"$130,000,000.00",-5.2
Additional Treatments,2017,98.2,9286048,"$912,000,000.00",13.49
Additional Treatments,2000,42.58,434979,"$18,520,787.00",1.73
Additional Treatments,2023,114.26,4505980,"$515,000,000.00",6.96
Additional Treatments,2013,118.65,9992281,"$1,190,000,000.00",-0.76
Additional Treatments,2014,86.41,9582096,"$828,000,000.00",6.43
Additional Treatments,2006,116.23,1862043,"$216,000,000.00",0.77
Additional Treatments,2024,96.78,9062947,"$877,000,000.00",1.09
Additional Treatments,2003,23.6,8853255,"$209,000,000.00",11.44
Additional Treatments,2001,111.99,7160825,"$802,000,000.00",14.75
Additional Treatments,2007,72.2,1142434,"$82,478,664.00",-7.17
Additional Treatments,2013,66.33,2932411,"$194,000,000.00",1.5
Additional Treatments,2004,74.59,1379183,"$103,000,000.00",16.6
Additional Treatments,2021,85.27,2087842,"$178,000,000.00",0.48
Additional Treatments,2010,81.95,8869233,"$727,000,000.00",-0.99
Additional Treatments,2017,73.05,6548395,"$478,000,000.00",1.39
Additional Treatments,2017,49.08,8443856,"$414,000,000.00",18.85
Additional Treatments,2007,32.48,4371866,"$142,000,000.00",15.7
Additional Treatments,2001,82.9,9111503,"$755,000,000.00",-3.23
Additional Treatments,2018,71.27,9479000,"$676,000,000.00",-7.85
Additional Treatments,2008,115.7,5900925,"$683,000,000.00",0.7
Additional Treatments,2011,18.45,4550984,"$83,956,218.00",2.37
Additional Treatments,2019,41.61,8528574,"$355,000,000.00",3.28
Additional Treatments,2012,94.45,5417242,"$512,000,000.00",6.82
Additional Treatments,2003,29.51,3498794,"$103,000,000.00",8.07
Additional Treatments,2013,43.51,4097667,"$178,000,000.00",16.6
Additional Treatments,2005,13.81,3101570,"$42,845,019.00",-7.85
Additional Treatments,2011,55.88,9662096,"$540,000,000.00",-1.87
Additional Treatments,2013,89.11,4703620,"$419,000,000.00",5.7
Additional Treatments,2019,64.64,5630781,"$364,000,000.00",-2.28
Additional Treatments,2017,49.33,5084572,"$251,000,000.00",12.03
Additional Treatments,2021,24.88,2722841,"$67,751,674.00",-4.44
Additional Treatments,2020,29.35,4098489,"$120,000,000.00",-0.79
Additional Treatments,2014,77.52,5616063,"$435,000,000.00",4.99
Additional Treatments,2022,99.7,2354905,"$235,000,000.00",-7.89
Additional Treatments,2014,110.91,6460842,"$717,000,000.00",8.31
Additional Treatments,2000,51.09,3672047,"$188,000,000.00",2.82
Additional Treatments,2006,110.42,5571879,"$615,000,000.00",-3.84
Additional Treatments,2014,71.75,5683844,"$408,000,000.00",12.39
Additional Treatments,2020,34.32,7711418,"$265,000,000.00",11.64
Additional Treatments,2003,20.47,1286102,"$26,326,641.00",16.33
Additional Treatments,2000,87.13,397483,"$34,632,649.00",6.31
Additional Treatments,2012,22.12,9786164,"$216,000,000.00",1.09
Additional Treatments,2020,64.05,3313836,"$212,000,000.00",-5.32
Additional Treatments,2020,35.58,7698229,"$274,000,000.00",11.99
Additional Treatments,2007,94.41,9568457,"$903,000,000.00",12.89
Additional Treatments,2014,43.72,1767926,"$77,294,541.00",15.95
Additional Treatments,2019,62.61,1730114,"$108,000,000.00",-7.53
Additional Treatments,2018,109.17,4064843,"$444,000,000.00",0.78
Additional Treatments,2004,31,4521816,"$140,000,000.00",3.98
Additional Treatments,2019,67.91,4728859,"$321,000,000.00",-1.91
Additional Treatments,2001,92.97,8121234,"$755,000,000.00",16.28
Additional Treatments,2015,95.4,3297815,"$315,000,000.00",11.31
Additional Treatments,2002,62.25,536715,"$33,411,570.00",15.46
Additional Treatments,2020,87.16,6459879,"$563,000,000.00",17.42
Additional Treatments,2023,53.73,4497228,"$242,000,000.00",11.56
Additional Treatments,2001,115.45,4332508,"$500,000,000.00",-7.55
Additional Treatments,2022,65.1,9716461,"$633,000,000.00",9.15
Additional Treatments,2024,88.32,5752955,"$508,000,000.00",7.84
Additional Treatments,2000,102.55,6414280,"$658,000,000.00",9.32
Additional Treatments,2024,22.83,1938196,"$44,256,642.00",6.56
Additional Treatments,2005,22.87,8562550,"$196,000,000.00",8.17
Additional Treatments,2007,60.31,6693782,"$404,000,000.00",10.25
Additional Treatments,2005,23.31,3560386,"$82,980,428.00",6.28
Additional Treatments,2000,81.28,7366267,"$599,000,000.00",16.14
Additional Treatments,2006,28.09,9951940,"$280,000,000.00",17.4
Additional Treatments,2019,27.23,5817445,"$158,000,000.00",11.97
Additional Treatments,2001,77.07,7320023,"$564,000,000.00",-7.14
Additional Treatments,2010,50.16,8110043,"$407,000,000.00",-2.41
Additional Treatments,2005,48.57,7069073,"$343,000,000.00",13.8
Additional Treatments,2017,15.12,9072922,"$137,000,000.00",-5.44
Additional Treatments,2011,43.27,3282558,"$142,000,000.00",15.12
Additional Treatments,2024,31.26,8907958,"$278,000,000.00",-6.82
Additional Treatments,2024,89.29,8535841,"$762,000,000.00",-5.54
Additional Treatments,2008,92.27,9539212,"$880,000,000.00",10.4
Additional Treatments,2003,103.53,8405400,"$870,000,000.00",-2.82
Additional Treatments,2009,99.64,5979435,"$596,000,000.00",6.11
Additional Treatments,2009,119.28,3587867,"$428,000,000.00",13.86
Additional Treatments,2013,83.91,2926589,"$246,000,000.00",-6.46
Additional Treatments,2004,66.57,4637185,"$309,000,000.00",18.72
Additional Treatments,2013,11.98,1653876,"$19,815,801.00",-6.55
Additional Treatments,2014,25.06,9870634,"$247,000,000.00",16.92
Additional Treatments,2022,53.73,871279,"$46,814,038.00",2.92
Additional Treatments,2016,15.72,5424157,"$85,252,612.00",4.52
Additional Treatments,2013,65.88,4435395,"$292,000,000.00",8.14
Additional Treatments,2013,35.67,2452996,"$87,503,323.00",6.1
Additional Treatments,2011,117.98,8068843,"$952,000,000.00",13.19
Additional Treatments,2003,86.84,9005757,"$782,000,000.00",4.84
Additional Treatments,2018,71.45,7554702,"$540,000,000.00",-0.76
Additional Treatments,2018,98.81,3449078,"$341,000,000.00",-6.27
Additional Treatments,2005,47.03,5282521,"$248,000,000.00",13.38
Additional Treatments,2008,12.99,2681959,"$34,850,306.00",5.04
Additional Treatments,2000,85.57,8450970,"$723,000,000.00",17.11
Additional Treatments,2022,47.57,542916,"$25,824,770.00",3.19
Additional Treatments,2004,36.89,6927853,"$256,000,000.00",5.88
Additional Treatments,2020,38.56,2426876,"$93,569,717.00",-7.18
Additional Treatments,2007,72.64,2460561,"$179,000,000.00",-6.41
Additional Treatments,2016,102.73,4464800,"$459,000,000.00",16.69
Additional Treatments,2017,47.39,6180150,"$293,000,000.00",13.83
Additional Treatments,2019,73.37,189593,"$13,911,242.00",-1.93
Additional Treatments,2024,34.36,495939,"$17,038,664.00",0.74
Additional Treatments,2001,78.74,8742888,"$688,000,000.00",17.38
Additional Treatments,2006,31.12,1501155,"$46,717,569.00",8.09
Additional Treatments,2020,98.38,6179977,"$608,000,000.00",-4.33
Additional Treatments,2011,115.31,3335915,"$385,000,000.00",9.96
Additional Treatments,2009,76.14,2810303,"$214,000,000.00",-6.16
Additional Treatments,2002,78.75,6230524,"$491,000,000.00",2
Additional Treatments,2015,83.87,4915033,"$412,000,000.00",7.34
Additional Treatments,2002,90.55,9671707,"$876,000,000.00",18.9
Additional Treatments,2004,40.12,2778748,"$111,000,000.00",1.36
Additional Treatments,2009,29.42,9054069,"$266,000,000.00",20
Additional Treatments,2012,41.98,2789245,"$117,000,000.00",9.99
Additional Treatments,2017,86.32,7410970,"$640,000,000.00",11.67
Additional Treatments,2012,103.89,3940133,"$409,000,000.00",16.96
Additional Treatments,2005,14,2496652,"$34,954,385.00",18.43
Additional Treatments,2023,76.42,5992619,"$458,000,000.00",1.15
Additional Treatments,2024,116.58,7950994,"$927,000,000.00",-6.46
Additional Treatments,2013,31.53,1728837,"$54,515,897.00",9.16
Additional Treatments,2006,10.04,8282525,"$83,174,856.00",15.25
Additional Treatments,2021,76.77,3821746,"$293,000,000.00",17.89
Additional Treatments,2017,17.12,8727722,"$149,000,000.00",19.77
Additional Treatments,2011,82.24,4400656,"$362,000,000.00",7.29
Additional Treatments,2018,41.07,2099194,"$86,209,025.00",17.68
Additional Treatments,2018,32.08,4116963,"$132,000,000.00",18.34
Additional Treatments,2022,43.76,7770860,"$340,000,000.00",15.28
Additional Treatments,2003,30.81,3374768,"$104,000,000.00",-4.09
Anti-Aging Creams,2009,57.42,3125499,"$179,000,000.00",19.15
Anti-Aging Creams,2018,12.6,8254830,"$104,000,000.00",11.65
Anti-Aging Creams,2015,104.75,6729737,"$705,000,000.00",10.83
Anti-Aging Creams,2011,19.76,7561571,"$149,000,000.00",2.33
Anti-Aging Creams,2007,66.34,1505053,"$99,850,254.00",5.32
Anti-Aging Creams,2022,117.04,5962344,"$698,000,000.00",-7.88
Anti-Aging Creams,2021,53.81,7392715,"$398,000,000.00",3.42
Anti-Aging Creams,2009,36.45,8921216,"$325,000,000.00",8.08
Anti-Aging Creams,2006,22.28,9012100,"$201,000,000.00",10.35
Anti-Aging Creams,2022,86.14,1666900,"$144,000,000.00",-3.07
Anti-Aging Creams,2011,12.42,5993942,"$74,454,617.00",1.91
Anti-Aging Creams,2013,17.81,8616320,"$153,000,000.00",4.4
Anti-Aging Creams,2016,95.78,2872038,"$275,000,000.00",4.82
Anti-Aging Creams,2000,14.08,7475407,"$105,000,000.00",-7.52
Anti-Aging Creams,2010,62.37,436390,"$27,217,660.00",-0.63
Anti-Aging Creams,2002,10.21,7303805,"$74,542,817.00",-6.11
Anti-Aging Creams,2009,114.49,2712701,"$311,000,000.00",1.91
Anti-Aging Creams,2019,68.76,1337829,"$91,987,603.00",14.59
Anti-Aging Creams,2005,96.78,1007793,"$97,529,449.00",-2.09
Anti-Aging Creams,2023,31.98,4838139,"$155,000,000.00",16.06
Anti-Aging Creams,2012,68.59,4951568,"$340,000,000.00",2.74
Anti-Aging Creams,2010,63.39,5357841,"$340,000,000.00",18.27
Anti-Aging Creams,2022,66.16,6919419,"$458,000,000.00",18.42
Anti-Aging Creams,2008,30.01,1236875,"$37,112,784.00",-2.38
Anti-Aging Creams,2018,80.75,5025530,"$406,000,000.00",7.24
Anti-Aging Creams,2005,25.62,9391420,"$241,000,000.00",-0.88
Anti-Aging Creams,2000,49.11,7446533,"$366,000,000.00",-1.92
Anti-Aging Creams,2019,12.6,6822844,"$85,980,610.00",8.53
Anti-Aging Creams,2013,27.43,6563298,"$180,000,000.00",8.61
Anti-Aging Creams,2016,95.7,8801196,"$842,000,000.00",-6.57
Anti-Aging Creams,2020,39.2,1287110,"$50,454,931.00",-6.95
Anti-Aging Creams,2019,65.77,1410234,"$92,753,520.00",14.99
Anti-Aging Creams,2016,53.27,2207683,"$118,000,000.00",17.7
Anti-Aging Creams,2003,80.13,5027072,"$403,000,000.00",11.27
Anti-Aging Creams,2006,89.66,7910660,"$709,000,000.00",6.58
Anti-Aging Creams,2003,49.37,185560,"$9,161,461.00",11.27
Anti-Aging Creams,2021,97.11,6080686,"$590,000,000.00",15.83
Anti-Aging Creams,2015,101.52,6133789,"$623,000,000.00",6.06
Anti-Aging Creams,2014,41.06,2249199,"$92,359,856.00",8.4
Anti-Aging Creams,2008,108.35,274282,"$29,717,491.00",7.23
Anti-Aging Creams,2006,24.91,7746175,"$193,000,000.00",2.08
Anti-Aging Creams,2002,13.61,6924259,"$94,261,612.00",4.04
Anti-Aging Creams,2018,66.97,2442397,"$164,000,000.00",7.17
Anti-Aging Creams,2005,39.9,4812449,"$192,000,000.00",11.46
Anti-Aging Creams,2022,29.72,8996892,"$267,000,000.00",13.62
Anti-Aging Creams,2013,14.51,8181461,"$119,000,000.00",15.97
Anti-Aging Creams,2019,38.53,2089135,"$80,494,138.00",-3.85
Anti-Aging Creams,2015,54.43,7571286,"$412,000,000.00",-4.01
Anti-Aging Creams,2014,42.46,2789829,"$118,000,000.00",7.61
Anti-Aging Creams,2001,93.27,4711471,"$439,000,000.00",10.88
Anti-Aging Creams,2020,102.97,4540263,"$468,000,000.00",12.26
Anti-Aging Creams,2009,92.49,4398987,"$407,000,000.00",6.87
Anti-Aging Creams,2022,113.15,1954751,"$221,000,000.00",-2.07
Anti-Aging Creams,2019,78.03,2802965,"$219,000,000.00",9.94
Anti-Aging Creams,2016,25.63,757756,"$19,420,489.00",6.22
Anti-Aging Creams,2003,78.02,5139782,"$401,000,000.00",-6.74
Anti-Aging Creams,2008,65.35,7995324,"$522,000,000.00",-5.06
Anti-Aging Creams,2011,55.95,3318894,"$186,000,000.00",15.79
Anti-Aging Creams,2014,18.23,9069014,"$165,000,000.00",-5.52
Anti-Aging Creams,2002,30.26,3871867,"$117,000,000.00",2.37
Anti-Aging Creams,2008,87.52,4618598,"$404,000,000.00",-6.51
Anti-Aging Creams,2005,72.98,8692323,"$634,000,000.00",14.11
Anti-Aging Creams,2009,87.19,4957760,"$432,000,000.00",-1.73
Anti-Aging Creams,2008,94.26,2029054,"$191,000,000.00",16.64
Anti-Aging Creams,2001,39.82,4749757,"$189,000,000.00",-7.38
