Category,Year,Units sold,Avg Price USD,Dollar Sales UD
Blades and Razors,2020,28.17,99395478.72,8.32
Blades and Razors,2015,54.22,288732940.4,40.46
Blades and Razors,2004,41.39,117221653.8,-0.63
Blades and Razors,2010,48.28,163200835.7,29.86
Blades and Razors,2021,36.91,187985951.9,-3.82
Blades and Razors,2023,36.64,162593847.2,35.46
Blades and Razors,2003,58.7,160299838.4,-23.36
Blades and Razors,2024,51.57,171701438.3,12.89
Blades and Razors,2003,26.09,46900662.41,30.84
Blades and Razors,2007,23.7,16874257.8,-18.15
Blades and Razors,2004,5.21,3185711.81,11.92
Blades and Razors,2020,12.34,13165373.24,39.62
Blades and Razors,2013,39.44,112879528.1,16.63
Blades and Razors,2021,31.14,92168016.3,-27.29
Blades and Razors,2016,26.27,91695750.24,34.86
Blades and Razors,2019,58.84,146902827.2,-7.59
Blades and Razors,2023,58.21,15195196.61,11.59
Blades and Razors,2014,40.07,185726934.3,31.8
Blades and Razors,2017,51.87,285066627.3,29.25
Blades and Razors,2017,37.54,205381940.6,2.24
Blades and Razors,2001,55.71,294277768.7,-39.76
Blades and Razors,2010,53.04,237838626.5,40.61
Blades and Razors,2024,3.94,3392009.04,41.3
Blades and Razors,2015,12.49,68495110.04,-25.44
Blades and Razors,2012,18.73,9921299.73,37.84
Blades and Razors,2023,42.21,88296228.72,-34.73
Blades and Razors,2017,59.84,130388607.4,9.25
Body Wash,2019,27.11,42787956.99,-38.12
Body Wash,2008,44.11,140319864.9,-23.65
Body Wash,2024,53.52,27599300.64,-26.35
Body Wash,2025,42.72,109465044.5,-9.28
Body Wash,2012,38.88,180536675,-14.05
Body Wash,2010,57.7,12393209.9,45.98
Body Wash,2013,13.82,74517011.58,16.72
Body Wash,2007,18.96,78763480.32,-2.37
Body Wash,2011,12.32,49664852.16,32.88
Body Wash,2007,15.93,77043533.4,-39.2
Body Wash,2016,25.82,67281239.6,-32.42
Body Wash,2003,21.41,43100471,-23.15
Body Wash,2021,5.01,14757270.63,-34.9
Body Wash,2025,42.71,226898241.7,-7.72
Body Wash,2025,23.22,33697119.42,-11.96
Body Wash,2024,19.14,6516921.18,-9.73
Body Wash,2017,35.1,13400197.2,29.77
Body Wash,2005,8.56,4952285.28,18.15
Body Wash,2005,52.33,91529618.05,-24.09
Body Wash,2004,47.09,105679378,44.41
Body Wash,2011,46.67,239064601.5,19.83
Body Wash,2018,3.78,7884539.46,-34.08
Body Wash,2002,53.37,264607979.7,31.96
Body Wash,2024,35.5,81565510,-17.28
Body Wash,2021,18.44,96531168.76,47.43
Body Wash,2017,53.73,23199431.94,-4.82
Body Wash,2006,38.43,166664184.8,2.02
Body Wash,2010,11.66,53596064.5,18.53
Body Wash,2025,28.95,43288906.05,24.48
Body Wash,2014,5.84,11288725.84,30.8
Body Wash,2010,46.92,10413096.36,31.17
Body Wash,2013,59.9,246937750,-7.07
Body Wash,2000,22.99,37615640.26,-27.18
Body Wash,2025,19.85,39497033.75,-34.75
Body Wash,2011,8.36,29835142.92,9.24
Body Wash,2012,34.89,102210045.7,4.21
Body Wash,2007,5.42,25024508.56,23.51
Body Wash,2009,47.24,23245197.84,7.42
Body Wash,2004,50.41,176807580.3,33.28
Body Wash,2011,46.08,112264058.9,27.03
Body Wash,2003,47.09,154723095,20.49
Body Wash,2024,37.24,175784530.6,-36.61
Body Wash,2020,23.23,112814706.3,-29.14
Body Wash,2004,28.88,5113204,22.08
Body Wash,2004,39.04,114131409.9,-7.26
Body Wash,2021,15.8,6940434.4,-31.3
Body Wash,2014,5.78,5953440.46,-24.51
Body Wash,2023,21.33,19796436.99,-19.68
Body Wash,2006,7.58,45034970.62,-9.95
Body Wash,2009,34.84,45228173.12,10.03
Body Wash,2011,29.2,50157599.2,-15.3
Body Wash,2015,46.43,21276129.63,-8.42
Body Wash,2000,3.82,8625250.58,34.71
Body Wash,2012,38.39,31994725.07,25.48
Body Wash,2011,36.97,100668607.6,41.37
Body Wash,2010,44.89,193873715.2,-31.69
Body Wash,2019,41.68,203703039.1,-3.8
Body Wash,2022,18.74,111909320.7,30.49
Body Wash,2008,20.65,93963715.65,35.41
Body Wash,2021,54.79,146356910.9,10.59
Body Wash,2021,27.69,5300669.01,39.96
Body Wash,2002,50.18,118956306.6,-8.19
Body Wash,2018,53.51,222470340,31.98
Body Wash,2025,11.05,52535921.1,-27.6
Body Wash,2010,11.87,53953446.94,-24.42
Body Wash,2002,5.03,7275351.76,-16.45
Body Wash,2005,34.9,103933840.3,-24.99
Body Wash,2022,36.51,148289965.3,-8.97
Body Wash,2002,14.74,54838430.68,-8.82
Body Wash,2023,27.82,107181502,49.36
Body Wash,2006,47.82,119369957.7,-47.69
Body Wash,2009,46.6,227973397.8,26.89
Body Wash,2013,41.23,2244767.35,6.65
Body Wash,2016,37.96,115208144.5,31.88
Body Wash,2003,51.88,228201443.2,30.73
Body Wash,2024,34.41,132078380.5,23.38
Body Wash,2008,51.63,5095467.96,-36.07
Body Wash,2003,59.75,299662860.5,-40.52
Body Wash,2020,36.68,204870197.8,-14.26
Body Wash,2024,54.47,228010058.3,46.02
Body Wash,2007,9.12,15008090.88,-37.42
Body Wash,2014,11.55,24718386,0.98
Body Wash,2008,25.28,46542249.6,29.33
Body Wash,2006,44.86,164576850.2,25.86
Body Wash,2000,15.32,70245999.36,9.35
Body Wash,2023,47.41,65369050.23,19.6
Body Wash,2008,6.92,15740543.4,25.18
Body Wash,2008,5.94,17072367.84,-31.89
Body Wash,2019,38.12,219359176.6,-42.34
Body Wash,2004,18.36,33037883.64,-41
Body Wash,2024,50.9,51419536.3,23.9
Body Wash,2025,57.5,33973990,-23.31
Body Wash,2012,28.22,161575162.1,-46.88
Body Wash,2010,31.18,60161716.46,26.44
Body Wash,2023,5.63,23545251.15,7.79
Body Wash,2024,15.05,83481401.85,-19.38
Body Wash,2002,16.89,77250147.69,-10.46
Body Wash,2017,23.76,136917071.3,-48.43
Body Wash,2022,20.06,67264389.6,30.26
Body Wash,2003,20.66,12293030.56,-4.17
Body Wash,2021,54.4,112435443.2,28.55
Body Wash,2014,19.31,41171102.03,44.14
Body Wash,2005,5.59,9521385.51,6.12
Body Wash,2005,33.91,93887091.74,22.27
Body Wash,2021,50.61,262179031.8,2.69
Body Wash,2020,49.39,186746108.9,12.7
Body Wash,2011,10.75,37549889.75,-7.73
Body Wash,2017,47.05,281196348.2,36.22
Body Wash,2021,6,25219002,23.61
Body Wash,2007,32.14,45363456.62,43.63
Body Wash,2007,24.92,14308789.88,29.46
Body Wash,2012,59.54,232568955.8,-43.75
Body Wash,2013,31.25,76671875,7.99
Body Wash,2025,19.78,31353020.86,5.8
Body Wash,2009,48.36,121364304.4,40.17
Body Wash,2023,47.12,235972436.5,13.41
Body Wash,2008,18.88,101407935,-28.6
Body Wash,2011,51.78,228623871.5,-47.79
Body Wash,2014,52.49,181166715.5,-27.75
Body Wash,2003,7.79,40770795.65,2.39
Body Wash,2015,29.72,167436446.8,-3.63
Body Wash,2017,40.24,177681289.4,23.25
Body Wash,2022,39.66,187268650.3,-6.07
Body Wash,2009,55.46,24292977.42,-3.81
Body Wash,2008,39.26,225567662.6,-47.24
Body Wash,2010,31.63,65228493.05,-32.97
Body Wash,2011,17.86,69216394.28,22.9
Body Wash,2004,27.07,90980510.45,0.46
Body Wash,2019,21.59,114328528,27.35
Body Wash,2022,28.36,72150676,26.57
Body Wash,2024,6.75,20616639.75,-8
Body Wash,2004,23.61,5465691.39,0.58
Body Wash,2021,59.38,195466074.5,9.44
Body Wash,2024,47.6,110782859.6,-46.62
Body Wash,2019,32.99,69170528.88,-27.47
Body Wash,2002,11.66,27638269.34,-3.11
Body Wash,2012,46.78,94179180.08,7.53
Body Wash,2013,24.16,63939681.6,-12.4
Body Wash,2002,8.71,31571668.31,-3.37
Body Wash,2001,17.37,13763901.15,-28.89
Body Wash,2009,52.55,174424800.8,-46.08
Body Wash,2024,54.49,128505292.7,31.74
Body Wash,2021,5.76,11142155.52,-16.82
Body Wash,2011,58.37,244477491.7,-6.01
Body Wash,2016,8.32,45633935.36,26.93
Body Wash,2011,37.26,125473199,27.13
Body Wash,2025,26.67,86304039.99,-45.09
Body Wash,2002,59.32,75055697.76,-35.03
Body Wash,2023,24.24,74926349.04,-41.33
Body Wash,2024,54.09,321693297.4,48.88
Body Wash,2021,43.93,196982471.4,7.38
Body Wash,2008,38.29,123965598.1,1.09
Body Wash,2020,7.65,25217651.25,8.25
Body Wash,2023,28.39,149541968.6,46.88
Body Wash,2007,10.36,12370699.88,47.92
Body Wash,2023,10.83,17672307.36,7.01
Body Wash,2006,52.27,116804371.5,2.81
Body Wash,2012,33.8,32671012.4,23.7
Body Wash,2006,24.69,29115238.08,-12.08
Body Wash,2007,11.79,55935025.83,-30.05
Body Wash,2022,3.04,9743069.28,8.56
Body Wash,2002,57.73,272916669.9,-36.33
Body Wash,2025,56.12,101699148.8,-14.63
Body Wash,2024,38.91,85897054.53,31.69
Body Wash,2012,21.09,18954321.15,38.19
Body Wash,2004,51.26,166127098.7,30.27
Body Wash,2006,14.22,62552272.68,12.71
Body Wash,2014,11.87,2006243.66,-12.47
Body Wash,2022,33.49,32737982.05,-37.06
Body Wash,2013,47.25,231009408,23.32
Body Wash,2018,16.95,37713461.85,22.19
Body Wash,2001,15.18,46171275.48,45.78
Body Wash,2001,45.48,3919784.76,2.95
Body Wash,2011,44.36,115146715.9,26.58
Body Wash,2003,8,10159448,7.03
Body Wash,2001,14.28,67765340.16,33.47
Body Wash,2003,48.56,227147898,-49.94
Body Wash,2008,51.67,12576374.66,-20.5
Body Wash,2023,40.38,194344175.2,34.71
Body Wash,2017,53.06,180066750.6,-0.31
Body Wash,2004,58.89,27345630.39,-31.45
Body Wash,2024,27.51,15278036.13,-43.54
Body Wash,2001,10.68,49376950.8,21.76
Body Wash,2023,16.43,88266100.36,-25.04
Body Wash,2005,40.01,146803971.8,2.61
Body Wash,2022,39.3,56060467.5,20.9
Body Wash,2010,16.06,34847646.46,-38.14
Body Wash,2003,44.84,177672267.2,-39.29
Body Wash,2011,12.37,70344281.08,-48.86
Body Wash,2011,28.68,146491245.1,-6.6
Body Wash,2011,45.22,93458299.34,-2.96
Body Wash,2003,53.87,31549019.37,-28.06
Body Wash,2001,36.4,29300180,22.78
Body Wash,2023,28.14,131844961.1,15.33
Body Wash,2013,43.5,245109841.5,-24.92
Body Wash,2015,49.7,206711941.8,35.42
Body Wash,2011,48.41,272233635,-18.17
Body Wash,2003,50.18,2226085.16,-33.55
Body Wash,2021,6.56,24332666.88,-21.3
Body Wash,2002,31.96,92199134.84,-41
Body Wash,2003,12.46,45074087.38,44.2
Body Wash,2017,17.68,71539750.88,13.16
Body Wash,2001,38.65,144046501.6,-5.19
Body Wash,2010,55.99,246498774.5,-43.58
Body Wash,2006,41.63,95423952.96,7.94
Body Wash,2025,10.54,34767960.72,12.9
Body Wash,2025,33.6,10271620.8,-37.2
Body Wash,2007,8.45,25543395.15,31.04
Body Wash,2025,28.16,140650414.1,-8.02
Body Wash,2011,34.27,35653137.2,1.67
Body Wash,2001,3.61,5826200.66,-35.63
Body Wash,2014,23.31,19180260.54,-18.16
Body Wash,2005,42.18,141333032.2,-33.89
Body Wash,2005,17.47,81329139.2,-32.53
Body Wash,2003,43.61,42464714.18,9.77
Body Wash,2006,35.85,5384777.55,-17.39
Body Wash,2004,36.8,67484024,49.85
Body Wash,2007,54.69,252882567.6,28.87
Body Wash,2000,46.42,1429875.26,-39.96
Body Wash,2021,53.9,76061146.7,-5.13
Body Wash,2022,43.34,3921966.62,4.45
Body Wash,2000,55.66,171424117,-24.78
Body Wash,2024,32.01,20542961.67,-41.36
Body Wash,2002,46.46,261608222.4,-46.29
Body Wash,2010,52.34,152002007.2,12.95
Body Wash,2018,19.46,50739556.42,-25.03
Body Wash,2023,47.03,85917460.95,-38.64
Body Wash,2019,21.01,95525053.47,19.04
Body Wash,2025,24.01,57356000.38,17.47
Body Wash,2021,43.81,99223735.65,-23.85
Body Wash,2012,52.54,78535215.8,-10.82
Body Wash,2008,34.15,71796584.35,10.13
Body Wash,2007,33.04,12202266.72,21.86
Body Wash,2014,21.47,2590162.27,22.84
Body Wash,2016,37.35,74482585.65,-43.31
Body Wash,2011,23.72,65565448.24,-20.18
Body Wash,2017,26.05,24887753.2,-47.04
Body Wash,2010,32.09,186261816.1,-49.62
Body Wash,2018,3.18,8897490.54,-21.69
Body Wash,2011,59.43,118962338.5,15.82
Body Wash,2010,6.13,2184382.59,8.54
Body Wash,2003,15.74,44998361.96,41.25
Body Wash,2005,48.2,115227161,-13.34
Body Wash,2006,44.79,84049554.75,-0.88
Body Wash,2003,57.98,155953676.3,-7.13
Body Wash,2020,27.51,141145722.1,23
Body Wash,2022,10.81,50112262.92,16.76
Body Wash,2017,5.94,31591082.16,27.34
Body Wash,2010,28.61,75667413.29,36.17
Body Wash,2020,7.87,21105616.47,42.64
Body Wash,2018,21.52,1235829.04,14.13
Body Wash,2018,12.24,10532409.84,46.02
Body Wash,2008,43.18,250375171.1,42.32
Body Wash,2013,4.02,1916571.18,30.17
Category,Year,Avg_Price_USD,Dollar_Sales_USD,YoY_%_Change
Conditioner,2021,57.64,4238442.12,-2.6
Conditioner,2022,41.76,66305859.84,-42.34
Conditioner,2009,58,265318854,-48.52
Conditioner,2022,5.51,25852886.94,7.94
Conditioner,2015,38.71,13747779.08,16.73
Conditioner,2018,56.35,313735668.8,24.6
Conditioner,2013,32.52,13711440.12,10.24
Conditioner,2006,36.4,178089074.8,17.75
Conditioner,2024,41.77,73643935.14,-26.63
Conditioner,2003,56.83,153392126.2,-37.31
Conditioner,2001,54.98,210427098.2,19.84
Conditioner,2005,52.97,67526473.82,43
Conditioner,2011,14.82,86617787.1,-5.42
Conditioner,2023,22.18,130156077.1,14.3
Conditioner,2007,13.02,60426653.28,-42.05
Conditioner,2009,16.46,3580000.62,43.98
Conditioner,2009,25.99,57179299.5,1.94
Conditioner,2005,26.73,126358082.7,35.87
Conditioner,2021,59.57,54622175.37,-3.17
Conditioner,2003,26.31,142737959.2,-16.59
Conditioner,2023,47.65,86170021.75,-45.78
Conditioner,2000,55.37,282774811.5,-41.06
Conditioner,2005,25.78,143768228.3,7.44
Conditioner,2005,48.08,9257227.04,-25.26
Conditioner,2000,5.12,1477719.04,-40.01
Conditioner,2013,58.79,293613603.6,-40.4
Conditioner,2007,18.39,41703425.97,-38.8
Conditioner,2022,57.3,244909310.7,21.46
Conditioner,2020,44.51,222753722.3,-42.98
Conditioner,2015,56.06,180462465.7,-18.22
Conditioner,2007,10.41,7280295.96,31.07
Conditioner,2020,38.9,220725640.9,-37.84
Conditioner,2001,41.38,110207685,36.41
Conditioner,2015,30.73,36404847.64,9.14
Conditioner,2014,29.77,95762647.5,-7.25
Conditioner,2022,51.23,104364526.5,-16.95
Conditioner,2007,46.18,236253647.4,-49.96
Conditioner,2020,57.19,236192240.8,14.85
Conditioner,2018,53.38,166809297.2,32.2
Conditioner,2018,39.81,189053828.4,15.4
Conditioner,2014,13.47,9495689.97,-20.65
Conditioner,2021,26.69,17756857,-12.43
Conditioner,2005,11.28,46068388.56,42.2
Conditioner,2001,51.74,102172685.4,9.9
Conditioner,2017,31.4,175509797.6,12.19
Conditioner,2015,30.81,10627724.64,-17.1
Conditioner,2000,25.26,92230751.82,-40.39
Conditioner,2023,35.72,101535028.7,-0.76
Conditioner,2022,7.04,11510294.4,-36.28
Conditioner,2004,38.34,21952755.54,-29.86
Conditioner,2012,10.25,46352468,0.35
Conditioner,2019,35.36,24122273.76,40.92
Conditioner,2021,41.73,14632415.85,38.18
Conditioner,2019,47.36,40420244.48,10.98
Conditioner,2019,45.69,16613158.14,-23.86
Conditioner,2020,15.27,41620812.93,46.23
Conditioner,2021,52.4,88896390.4,-23.61
Conditioner,2002,40.04,138634696.2,39.3
Conditioner,2019,40.08,40880678.16,-48.94
Conditioner,2011,59.01,205028533.7,0.45
Conditioner,2012,34.26,14326812.54,-24.92
Conditioner,2022,27.94,40509926.6,12.4
Conditioner,2021,41.82,120252406.3,-18.55
Conditioner,2006,22.05,94126687.2,-22.97
Conditioner,2012,13.08,69472287.96,29.61
Conditioner,2010,38.59,30795012.95,-6.44
Conditioner,2019,33.93,8787021.75,26.56
Conditioner,2002,25.75,111299302.3,30.32
Conditioner,2007,22.33,25851083.72,-45.09
Conditioner,2006,31.85,170971819.2,6.46
Conditioner,2010,41.63,110136910.8,-44.81
Conditioner,2004,18.41,14441927.01,29.84
Conditioner,2014,51.94,217094604.9,15.85
Conditioner,2015,52.87,227220932.2,0.34
Conditioner,2021,53.92,257333954.9,45.76
Conditioner,2008,40.93,220938912.1,-7.8
Conditioner,2013,49.63,34000073.73,-28.5
Conditioner,2021,14.26,84828005.68,-29.3
Conditioner,2024,30.27,146187754.2,20.26
Conditioner,2000,40.7,131552819.2,6.32
Conditioner,2024,32.62,124890302,2.45
Conditioner,2004,45.47,158713262.4,44.41
Conditioner,2018,52.12,167408397.6,5.77
Conditioner,2015,47.6,2353106,-41.29
Conditioner,2008,5.13,1928808.18,-30.66
Conditioner,2006,32.55,12816204.45,7.2
Conditioner,2006,49.92,113388887,-37.21
Conditioner,2016,53.53,200181537.4,-38.17
Conditioner,2009,40.6,39362796.2,5.76
Conditioner,2007,46.82,152171835.7,-0.75
Conditioner,2024,8.67,24184297.41,-42.34
Conditioner,2000,11.1,9732979.5,13.36
Conditioner,2019,42.22,221951891,-19.62
Conditioner,2010,54.81,222777656.6,44.55
Conditioner,2025,35.65,197081007.4,-46.99
Conditioner,2023,38.7,120573100.8,-24.8
Conditioner,2015,22.63,16845115.73,34.74
Conditioner,2005,54.73,255718208.1,5.25
Conditioner,2012,26.37,157396675.9,39.75
Conditioner,2000,48.05,81766781.1,-13.18
Conditioner,2006,56.86,220529349.3,25.73
Conditioner,2021,29.26,38469292.4,41.45
Conditioner,2000,21.53,48566964.93,8.31
Conditioner,2013,22.12,102513945.5,-42.57
Conditioner,2013,50.39,235684712.7,48.38
Conditioner,2012,4.88,7137473.36,-30.89
Conditioner,2001,34.8,147665552.4,-41.05
Conditioner,2004,6.51,21480630.36,-32.97
Conditioner,2024,6.5,12812494.5,32.28
Conditioner,2005,30.01,11931465.83,12.14
Conditioner,2004,50.09,153370220.4,37.44
Conditioner,2004,17.81,33175791.22,-18.22
Conditioner,2022,29.05,76006042.35,-24.02
Conditioner,2000,17.73,62120813.76,-31.77
Conditioner,2006,41.44,242751500.3,24.86
Conditioner,2010,47.72,255887763,-21.12
Conditioner,2019,43.53,251049829,-9.9
Conditioner,2004,37.49,199595035.5,-5.05
Conditioner,2010,21.98,67872943.18,-45.85
Conditioner,2023,39.37,107164982.5,30.88
Conditioner,2023,52.56,143739826.6,-31.57
Conditioner,2014,23.31,54424840.68,-15.38
Conditioner,2025,21.82,84170868.2,-22.73
Conditioner,2023,49.58,217393227.7,-44.14
Conditioner,2018,23.07,30262879.95,-5.21
Conditioner,2009,8.92,35685851.52,12.45
Conditioner,2016,13.23,76609188.18,-26.63
Conditioner,2022,4.67,11071528.59,-32.11
Conditioner,2020,26.75,76918501.5,12.79
Conditioner,2009,13.24,64230602.96,-47.72
Conditioner,2005,29.52,89473791.6,-9.04
Conditioner,2006,31.92,43133623.68,-45.37
Conditioner,2021,33.17,73521404.51,21.69
Conditioner,2024,15.92,46801807.04,-34.14
Conditioner,2001,43.74,101745494.8,32.5
Conditioner,2021,58.89,336815937.1,-29.72
Conditioner,2000,6.71,8726791.15,-18.94
Conditioner,2019,57.96,9556155,6.01
Conditioner,2001,14.39,75612974.5,32.68
Conditioner,2019,21.53,40199395.02,-3.72
Conditioner,2016,56.95,3943673.6,-20.74
Conditioner,2007,54.37,109107976.2,37.1
Conditioner,2005,19.12,44185115.44,26.46
Conditioner,2005,31.29,185265649.4,39.05
Conditioner,2000,13.9,76309790.7,-41.59
Conditioner,2010,47.9,267269689.7,-36.64
Conditioner,2015,24.62,142292274.8,-45.91
Conditioner,2000,3.97,18579746.89,0.22
Conditioner,2003,18.47,89305571.43,-49.54
Conditioner,2008,16.59,65570548.26,30.85
Conditioner,2022,28.21,11383581.3,-5.94
Conditioner,2015,41.45,233855594.4,-36.24
Conditioner,2015,34.01,11937203.91,43.54
Conditioner,2006,8.51,35396987.58,24.44
Conditioner,2008,46.69,95733456.14,41.15
Conditioner,2011,30.99,109445895.5,47.4
Conditioner,2011,46.88,68981622.88,6.11
Conditioner,2012,54.15,291802058,-29.17
Conditioner,2009,19.24,65941829.2,-25.63
Conditioner,2015,23.15,75151891.3,1.99
Conditioner,2002,48.37,120629265.8,-22.69
Conditioner,2001,53.83,161842263.5,-29.33
Conditioner,2001,23.93,56620701.21,10.85
Conditioner,2006,43.25,225274372,-3.88
Conditioner,2005,17.79,2975039.49,2.38
Conditioner,2002,17.57,38932923.75,38.23
Conditioner,2007,26.53,137347083.4,5.92
Conditioner,2018,7.37,29764120.87,20.42
Conditioner,2019,4.62,1716602.58,-44.08
Conditioner,2008,12.19,68523951.75,46.2
Conditioner,2024,58.53,126172711.3,-38.12
Conditioner,2021,44.91,135100238,-35.53
Conditioner,2017,58.61,269130379.9,17.32
Conditioner,2025,47.63,252198468.5,-9.24
Conditioner,2001,46.38,209514739.4,27.13
Conditioner,2011,59.92,245988437.5,-15.28
Conditioner,2006,47.33,194609553.5,-7.95
Conditioner,2020,13.8,78119730,6.5
Conditioner,2019,10.99,12368453.72,46.26
Conditioner,2012,7.32,28981446.48,-12.61
Conditioner,2022,24.54,88028980.02,17.93
Conditioner,2016,27.55,90433315.8,16.74
Conditioner,2000,54.46,199297023.5,-35.52
Conditioner,2017,58.33,264317903.6,-37.98
Conditioner,2002,27.28,104889144.8,47.25
Conditioner,2001,41.14,195452643.1,42.96
Conditioner,2025,19.95,79883291.25,31.51
Conditioner,2006,39.29,211363973.2,-32.96
Conditioner,2004,26.78,151056473.1,-12.31
Conditioner,2012,7.84,12645755.36,-0.23
Conditioner,2007,45.22,139454681.5,37.9
Conditioner,2011,3.54,19298621.52,8.59
Conditioner,2025,34.8,52815159.6,11.07
Conditioner,2008,48.85,200637501.6,-14.72
Conditioner,2005,26.42,150526153.4,-34.86
Conditioner,2012,33.05,72955495.4,16.21
Conditioner,2023,48.09,159908242.8,46.14
Conditioner,2018,19.42,46516609.48,24.03
Conditioner,2021,16.78,51035329.64,-6.3
Conditioner,2023,58.58,231062541.9,-43.02
Conditioner,2003,49.36,130090797.4,47.76
Conditioner,2009,13.6,46553806.4,28.33
Conditioner,2003,36.64,131169551.2,-27.51
Conditioner,2006,10.78,5113493,-34.39
Conditioner,2008,12.51,56882319.48,-11.89
Conditioner,2014,55.97,279597855.2,-35.86
Conditioner,2021,16.97,17832534.19,-10.46
Conditioner,2003,53.07,194223197.9,46.39
Conditioner,2004,43.95,35075572.05,-8.42
Conditioner,2014,27.86,166676740.4,-45.94
Conditioner,2018,27.45,128476403.6,-38.27
Conditioner,2007,50.5,223098294,31.49
Conditioner,2025,11.39,1514482.74,47.97
Conditioner,2019,51.45,73433144.4,0.57
Conditioner,2009,17.23,81816620.54,-48.04
Conditioner,2023,30.13,113522518.4,18.95
Conditioner,2000,54.75,4685559.75,-14.15
Conditioner,2013,45.7,252119176.7,22.34
Conditioner,2004,29.7,118003505.4,20.42
Conditioner,2011,5.51,367946.78,36.63
Conditioner,2008,28.34,14212821.74,-8.67
Conditioner,2005,38.92,198588871.9,12.19
Conditioner,2009,4.2,14178036.6,16.59
Conditioner,2018,58.87,171461936.2,49.88
Conditioner,2024,16.3,52231019.1,-31.54
Conditioner,2025,51.32,190725802,-16.11
Conditioner,2025,52.86,243217211.9,-47.86
Conditioner,2010,13.52,51321947.04,-42.87
Conditioner,2018,43.45,135118072.7,-42.74
Conditioner,2006,17.39,92285304.17,8.85
Conditioner,2014,36.37,36984507.52,-18.85
Conditioner,2024,30.24,130374014.4,-2.25
Conditioner,2010,49.77,272143106.6,47.18
