Year,Category,Dollar Sales UD
2011,Additional Treatments,"$385,000,000.00 "
2009,Additional Treatments,"$214,000,000.00 "
2002,Additional Treatments,"$491,000,000.00 "
2015,Additional Treatments,"$412,000,000.00 "
2002,Additional Treatments,"$876,000,000.00 "
2004,Additional Treatments,"$111,000,000.00 "
2009,Additional Treatments,"$266,000,000.00 "
2012,Additional Treatments,"$117,000,000.00 "
2017,Additional Treatments,"$640,000,000.00 "
2012,Additional Treatments,"$409,000,000.00 "
2005,Additional Treatments,"$34,954,385.00 "
2023,Additional Treatments,"$458,000,000.00 "
2024,Additional Treatments,"$927,000,000.00 "
2013,Additional Treatments,"$54,515,897.00 "
2006,Additional Treatments,"$83,174,856.00 "
2021,Additional Treatments,"$293,000,000.00 "
2017,Additional Treatments,"$149,000,000.00 "
2011,Additional Treatments,"$362,000,000.00 "
2018,Additional Treatments,"$86,209,025.00 "
2018,Additional Treatments,"$132,000,000.00 "
2022,Additional Treatments,"$340,000,000.00 "
2003,Additional Treatments,"$104,000,000.00 "
2009,Anti-Aging Creams,"$179,000,000.00 "
2018,Anti-Aging Creams,"$104,000,000.00 "
2015,Anti-Aging Creams,"$705,000,000.00 "
2011,Anti-Aging Creams,"$149,000,000.00 "
2007,Anti-Aging Creams,"$99,850,254.00 "
2022,Anti-Aging Creams,"$698,000,000.00 "
2021,Anti-Aging Creams,"$398,000,000.00 "
2009,Anti-Aging Creams,"$325,000,000.00 "
2006,Anti-Aging Creams,"$201,000,000.00 "
2022,Anti-Aging Creams,"$144,000,000.00 "
2011,Anti-Aging Creams,"$74,454,617.00 "
2013,Anti-Aging Creams,"$153,000,000.00 "
2016,Anti-Aging Creams,"$275,000,000.00 "
2000,Anti-Aging Creams,"$105,000,000.00 "
2010,Anti-Aging Creams,"$27,217,660.00 "
2002,Anti-Aging Creams,"$74,542,817.00 "
2009,Anti-Aging Creams,"$311,000,000.00 "
2019,Anti-Aging Creams,"$91,987,603.00 "
2005,Anti-Aging Creams,"$97,529,449.00 "
2023,Anti-Aging Creams,"$155,000,000.00 "
2012,Anti-Aging Creams,"$340,000,000.00 "
2010,Anti-Aging Creams,"$340,000,000.00 "
2022,Anti-Aging Creams,"$458,000,000.00 "
2008,Anti-Aging Creams,"$37,112,784.00 "
2018,Anti-Aging Creams,"$406,000,000.00 "
2005,Anti-Aging Creams,"$241,000,000.00 "
2000,Anti-Aging Creams,"$366,000,000.00 "
2019,Anti-Aging Creams,"$85,980,610.00 "
2013,Anti-Aging Creams,"$180,000,000.00 "
2016,Anti-Aging Creams,"$842,000,000.00 "
2020,Anti-Aging Creams,"$50,454,931.00 "
2019,Anti-Aging Creams,"$92,753,520.00 "
2016,Anti-Aging Creams,"$118,000,000.00 "
2003,Anti-Aging Creams,"$403,000,000.00 "
2006,Anti-Aging Creams,"$709,000,000.00 "
2003,Anti-Aging Creams,"$9,161,461.00 "
2021,Anti-Aging Creams,"$590,000,000.00 "
2015,Anti-Aging Creams,"$623,000,000.00 "
2014,Anti-Aging Creams,"$92,359,856.00 "
2008,Anti-Aging Creams,"$29,717,491.00 "
2006,Anti-Aging Creams,"$193,000,000.00 "
2002,Anti-Aging Creams,"$94,261,612.00 "
2018,Anti-Aging Creams,"$164,000,000.00 "
2005,Anti-Aging Creams,"$192,000,000.00 "
2022,Anti-Aging Creams,"$267,000,000.00 "
2013,Anti-Aging Creams,"$119,000,000.00 "
2019,Anti-Aging Creams,"$80,494,138.00 "
2015,Anti-Aging Creams,"$412,000,000.00 "
2014,Anti-Aging Creams,"$118,000,000.00 "
2001,Anti-Aging Creams,"$439,000,000.00 "
2020,Anti-Aging Creams,"$468,000,000.00 "
2009,Anti-Aging Creams,"$407,000,000.00 "
2022,Anti-Aging Creams,"$221,000,000.00 "
2019,Anti-Aging Creams,"$219,000,000.00 "
2016,Anti-Aging Creams,"$19,420,489.00 "
2003,Anti-Aging Creams,"$401,000,000.00 "
2008,Anti-Aging Creams,"$522,000,000.00 "
2011,Anti-Aging Creams,"$186,000,000.00 "
2014,Anti-Aging Creams,"$165,000,000.00 "
2002,Anti-Aging Creams,"$117,000,000.00 "
2008,Anti-Aging Creams,"$404,000,000.00 "
2005,Anti-Aging Creams,"$634,000,000.00 "
2009,Anti-Aging Creams,"$432,000,000.00 "
2008,Anti-Aging Creams,"$191,000,000.00 "
2001,Anti-Aging Creams,"$189,000,000.00 "
2013,Anti-Aging Creams,"$689,000,000.00 "
2001,Anti-Aging Creams,"$459,000,000.00 "
2008,Anti-Aging Creams,"$125,000,000.00 "
2001,Anti-Aging Creams,"$437,000,000.00 "
2019,Anti-Aging Creams,"$491,000,000.00 "
2013,Anti-Aging Creams,"$88,304,562.00 "
2023,Anti-Aging Creams,"$553,000,000.00 "
2011,Anti-Aging Creams,"$995,000,000.00 "
2002,Anti-Aging Creams,"$17,371,469.00 "
2008,Anti-Aging Creams,"$7,446,352.00 "
2019,Anti-Aging Creams,"$117,000,000.00 "
2013,Anti-Aging Creams,"$705,000,000.00 "
2004,Anti-Aging Creams,"$324,000,000.00 "
2013,Anti-Aging Creams,"$114,000,000.00 "
2001,Anti-Aging Creams,"$326,000,000.00 "
2003,Anti-Aging Creams,"$30,138,767.00 "
2003,Anti-Aging Creams,"$58,722,903.00 "
2002,Anti-Aging Creams,"$124,000,000.00 "
2022,Anti-Aging Creams,"$621,000,000.00 "
2003,Anti-Aging Creams,"$55,007,604.00 "
2009,Anti-Aging Creams,"$640,000,000.00 "
2001,Anti-Aging Creams,"$633,000,000.00 "
2009,Anti-Aging Creams,"$336,000,000.00 "
2003,Anti-Aging Creams,"$268,000,000.00 "
2012,Anti-Aging Creams,"$948,000,000.00 "
2011,Anti-Aging Creams,"$241,000,000.00 "
2023,Anti-Aging Creams,"$272,000,000.00 "
2007,Anti-Aging Creams,"$324,000,000.00 "
2023,Anti-Aging Creams,"$794,000,000.00 "
2024,Anti-Aging Creams,"$284,000,000.00 "
2018,Anti-Aging Creams,"$515,000,000.00 "
2023,Anti-Aging Creams,"$467,000,000.00 "
2005,Anti-Aging Creams,"$18,352,768.00 "
2020,Anti-Aging Creams,"$6,829,249.00 "
2004,Anti-Aging Creams,"$163,000,000.00 "
2017,Anti-Aging Creams,"$77,070,896.00 "
2016,Anti-Aging Creams,"$705,000,000.00 "
2005,Anti-Aging Creams,"$52,075,757.00 "
2019,Anti-Aging Creams,"$258,000,000.00 "
2014,Anti-Aging Creams,"$229,000,000.00 "
2012,Anti-Aging Creams,"$531,000,000.00 "
2024,Anti-Aging Creams,"$126,000,000.00 "
2022,Anti-Aging Creams,"$421,000,000.00 "
2018,Anti-Aging Creams,"$97,866,919.00 "
2004,Anti-Aging Creams,"$805,000,000.00 "
2007,Anti-Aging Creams,"$460,000,000.00 "
2011,Anti-Aging Creams,"$463,000,000.00 "
2013,Anti-Aging Creams,"$383,000,000.00 "
2011,Anti-Aging Creams,"$399,000,000.00 "
2017,Anti-Aging Creams,"$111,000,000.00 "
2012,Anti-Aging Creams,"$36,808,722.00 "
2003,Anti-Aging Creams,"$451,000,000.00 "
2021,Anti-Aging Creams,"$86,885,413.00 "
2011,Anti-Aging Creams,"$685,000,000.00 "
2014,Anti-Aging Creams,"$282,000,000.00 "
2022,Anti-Aging Creams,"$62,136,844.00 "
2004,Anti-Aging Creams,"$619,000,000.00 "
2006,Anti-Aging Creams,"$616,000,000.00 "
2002,Anti-Aging Creams,"$133,000,000.00 "
2009,Anti-Aging Creams,"$30,885,012.00 "
2003,Anti-Aging Creams,"$245,000,000.00 "
2022,Anti-Aging Creams,"$323,000,000.00 "
2022,Anti-Aging Creams,"$26,913,264.00 "
2019,Anti-Aging Creams,"$210,000,000.00 "
2017,Anti-Aging Creams,"$154,000,000.00 "
2023,Anti-Aging Creams,"$45,924,582.00 "
2016,Anti-Aging Creams,"$39,311,226.00 "
2002,Anti-Aging Creams,"$775,000,000.00 "
2004,Anti-Aging Creams,"$77,455,025.00 "
2011,Anti-Aging Creams,"$502,000,000.00 "
2014,Anti-Aging Creams,"$201,000,000.00 "
2021,Anti-Aging Creams,"$97,029,160.00 "
2024,Anti-Aging Creams,"$176,000,000.00 "
2022,Anti-Aging Creams,"$279,000,000.00 "
2019,Anti-Aging Creams,"$184,000,000.00 "
2017,Anti-Aging Creams,"$346,000,000.00 "
2004,Anti-Aging Creams,"$33,560,965.00 "
2016,Anti-Aging Creams,"$732,000,000.00 "
2007,Anti-Aging Creams,"$551,000,000.00 "
2010,Anti-Aging Creams,"$139,000,000.00 "
2011,Anti-Aging Creams,"$655,000,000.00 "
2008,Anti-Aging Creams,"$650,000,000.00 "
2022,Anti-Aging Creams,"$345,000,000.00 "
2015,Anti-Aging Creams,"$105,000,000.00 "
2019,Anti-Aging Creams,"$606,000,000.00 "
2016,Anti-Aging Creams,"$79,194,781.00 "
2000,Anti-Aging Creams,"$215,000,000.00 "
2009,Anti-Aging Creams,"$398,000,000.00 "
2013,Anti-Aging Creams,"$472,000,000.00 "
2024,Anti-Aging Creams,"$523,000,000.00 "
2024,Anti-Aging Creams,"$165,000,000.00 "
2016,Anti-Aging Creams,"$385,000,000.00 "
2022,Anti-Aging Creams,"$979,000,000.00 "
2020,Anti-Aging Creams,"$618,000,000.00 "
2014,Anti-Aging Creams,"$761,000,000.00 "
2008,Anti-Aging Creams,"$363,000,000.00 "
2024,Anti-Aging Creams,"$351,000,000.00 "
2018,Anti-Aging Creams,"$330,000,000.00 "
2000,Anti-Aging Creams,"$617,000,000.00 "
2007,Anti-Aging Creams,"$687,000,000.00 "
2023,Anti-Aging Creams,"$38,881,291.00 "
2007,Anti-Aging Creams,"$362,000,000.00 "
2020,Anti-Aging Creams,"$57,320,941.00 "
2006,Anti-Aging Creams,"$19,272,796.00 "
2019,Anti-Aging Creams,"$433,000,000.00 "
2014,Anti-Aging Creams,"$394,000,000.00 "
2022,Anti-Aging Creams,"$587,000,000.00 "
2013,Anti-Aging Creams,"$554,000,000.00 "
2016,Anti-Aging Creams,"$160,000,000.00 "
2004,Anti-Aging Creams,"$574,000,000.00 "
2020,Anti-Aging Creams,"$67,934,220.00 "
2002,Anti-Aging Creams,"$673,000,000.00 "
2004,Anti-Aging Creams,"$179,000,000.00 "
2007,Anti-Aging Creams,"$546,000,000.00 "
2003,Anti-Aging Creams,"$327,000,000.00 "
2018,Anti-Aging Creams,"$189,000,000.00 "
2015,Anti-Aging Creams,"$22,661,316.00 "
2022,Anti-Aging Creams,"$293,000,000.00 "
2012,Anti-Aging Creams,"$297,000,000.00 "
2004,Anti-Aging Creams,"$283,000,000.00 "
2022,Anti-Aging Creams,"$204,000,000.00 "
2007,Anti-Aging Creams,"$180,000,000.00 "
2016,Anti-Aging Creams,"$209,000,000.00 "
2003,Anti-Aging Creams,"$184,000,000.00 "
2014,Anti-Aging Creams,"$245,000,000.00 "
2004,Anti-Aging Creams,"$847,000,000.00 "
2018,Anti-Aging Creams,"$212,000,000.00 "
2011,Anti-Aging Creams,"$144,000,000.00 "
2008,Anti-Aging Creams,"$136,000,000.00 "
2016,Anti-Aging Creams,"$35,664,699.00 "
2010,Anti-Aging Creams,"$540,000,000.00 "
2013,Anti-Aging Creams,"$409,000,000.00 "
2012,Anti-Aging Creams,"$576,000,000.00 "
2010,Anti-Aging Creams,"$649,000,000.00 "
2023,Anti-Aging Creams,"$87,245,837.00 "
2023,Anti-Aging Creams,"$326,000,000.00 "
2016,Anti-Aging Creams,"$291,000,000.00 "
2015,Anti-Aging Creams,"$48,631,393.00 "
2004,Anti-Aging Creams,"$909,000,000.00 "
2024,Anti-Aging Creams,"$243,000,000.00 "
2022,Anti-Aging Creams,"$417,000,000.00 "
2016,Anti-Aging Creams,"$167,000,000.00 "
2013,Anti-Aging Creams,"$282,000,000.00 "
2019,Anti-Aging Creams,"$236,000,000.00 "
2017,Anti-Aging Creams,"$446,000,000.00 "
2015,Anti-Aging Creams,"$123,000,000.00 "
2015,Anti-Aging Creams,"$169,000,000.00 "
2015,Anti-Aging Creams,"$386,000,000.00 "
2013,Anti-Aging Creams,"$32,583,725.00 "
2006,Anti-Aging Creams,"$56,084,435.00 "
2005,Anti-Aging Creams,"$207,000,000.00 "
2017,Anti-Aging Creams,"$693,000,000.00 "
2004,Anti-Aging Creams,"$215,000,000.00 "
2012,Anti-Aging Creams,"$20,294,679.00 "
2009,Anti-Aging Creams,"$65,558,520.00 "
2014,Anti-Aging Creams,"$320,000,000.00 "
2016,Anti-Aging Creams,"$149,000,000.00 "
2013,Anti-Aging Creams,"$601,000,000.00 "
2019,Anti-Aging Creams,"$35,170,171.00 "
2012,Anti-Aging Creams,"$508,000,000.00 "
2000,Anti-Aging Creams,"$175,000,000.00 "
2021,Anti-Aging Creams,"$1,090,000,000.00 "
2019,Anti-Aging Creams,"$95,587,222.00 "
2006,Anti-Aging Creams,"$80,963,506.00 "
2000,Anti-Aging Creams,"$175,000,000.00 "
2012,Anti-Aging Creams,"$128,000,000.00 "
2006,Anti-Aging Creams,"$23,729,815.00 "
2016,Anti-Aging Creams,"$97,592,538.00 "
2006,Anti-Aging Creams,"$200,000,000.00 "
2014,Anti-Aging Creams,"$774,000,000.00 "
2022,Anti-Aging Creams,"$715,000,000.00 "
2011,Anti-Aging Creams,"$75,732,054.00 "
2001,Anti-Aging Creams,"$551,000,000.00 "
2006,Anti-Aging Creams,"$129,000,000.00 "
2017,Anti-Aging Creams,"$368,000,000.00 "
2013,Anti-Aging Creams,"$416,000,000.00 "
2019,Anti-Aging Creams,"$133,000,000.00 "
2017,Anti-Aging Creams,"$523,000,000.00 "
2011,Anti-Aging Creams,"$290,000,000.00 "
2005,Anti-Aging Creams,"$10,591,840.00 "
2003,Anti-Aging Creams,"$207,000,000.00 "
2004,Anti-Aging Creams,"$108,000,000.00 "
2007,Anti-Aging Creams,"$351,000,000.00 "
2012,Anti-Aging Creams,"$12,325,469.00 "
2014,Anti-Aging Creams,"$380,000,000.00 "
2019,Anti-Aging Creams,"$528,000,000.00 "
2005,Anti-Aging Creams,"$350,000,000.00 "
2024,Anti-Aging Creams,"$133,000,000.00 "
2012,Anti-Aging Creams,"$269,000,000.00 "
2003,Anti-Aging Creams,"$232,000,000.00 "
2005,Anti-Aging Creams,"$297,000,000.00 "
2024,Anti-Aging Creams,"$757,000,000.00 "
2010,Anti-Aging Creams,"$160,000,000.00 "
2002,Anti-Aging Creams,"$126,000,000.00 "
2011,Anti-Aging Creams,"$507,000,000.00 "
2012,Anti-Aging Creams,"$20,150,577.00 "
2022,Anti-Aging Creams,"$162,000,000.00 "
2003,Anti-Aging Creams,"$210,000,000.00 "
2020,Anti-Aging Creams,"$242,000,000.00 "
2015,Anti-Aging Creams,"$760,000,000.00 "
2014,Anti-Aging Creams,"$128,000,000.00 "
2015,Anti-Aging Creams,"$302,000,000.00 "
2010,Anti-Aging Creams,"$270,000,000.00 "
2004,Anti-Aging Creams,"$505,000,000.00 "
2019,Anti-Aging Creams,"$19,481,064.00 "
2001,Anti-Aging Creams,"$624,000,000.00 "
2012,Anti-Aging Creams,"$759,000,000.00 "
2001,Anti-Aging Creams,"$365,000,000.00 "
2023,Anti-Aging Creams,"$227,000,000.00 "
2012,Anti-Aging Creams,"$304,000,000.00 "
2016,Anti-Aging Creams,"$210,000,000.00 "
2019,Anti-Aging Creams,"$9,269,785.00 "
2008,Anti-Aging Creams,"$161,000,000.00 "
2024,Anti-Aging Creams,"$1,040,000,000.00 "
2011,Anti-Aging Creams,"$84,255,387.00 "
2004,Anti-Aging Creams,"$171,000,000.00 "
2012,Anti-Aging Creams,"$148,000,000.00 "
2008,Anti-Aging Creams,"$342,000,000.00 "
2002,Anti-Aging Creams,"$322,000,000.00 "
2006,Anti-Aging Creams,"$1,040,000,000.00 "
2003,Anti-Aging Creams,"$437,000,000.00 "
2001,Anti-Aging Creams,"$236,000,000.00 "
2009,Anti-Aging Creams,"$616,000,000.00 "
2007,Anti-Aging Creams,"$33,421,503.00 "
2005,Anti-Aging Creams,"$572,000,000.00 "
2004,Anti-Aging Creams,"$436,000,000.00 "
2001,Anti-Aging Creams,"$79,921,127.00 "
2014,Anti-Aging Creams,"$500,000,000.00 "
2009,Anti-Aging Creams,"$293,000,000.00 "
2008,Anti-Aging Creams,"$93,379,358.00 "
2020,Anti-Aging Creams,"$566,000,000.00 "
2020,Anti-Aging Creams,"$528,000,000.00 "
2008,Anti-Aging Creams,"$45,122,437.00 "
2023,Anti-Aging Creams,"$320,000,000.00 "
2015,Anti-Aging Creams,"$538,000,000.00 "
2017,Anti-Aging Creams,"$190,000,000.00 "
2001,Anti-Aging Creams,"$146,000,000.00 "
2014,Anti-Aging Creams,"$37,589,539.00 "
2010,Anti-Aging Creams,"$303,000,000.00 "
2017,Anti-Aging Creams,"$396,000,000.00 "
2019,Anti-Aging Creams,"$538,000,000.00 "
2019,Anti-Aging Creams,"$21,564,215.00 "
2017,Anti-Aging Creams,"$560,000,000.00 "
2018,Anti-Aging Creams,"$185,000,000.00 "
2012,Anti-Aging Creams,"$313,000,000.00 "
2006,Anti-Aging Creams,"$208,000,000.00 "
2018,Anti-Aging Creams,"$102,000,000.00 "
2021,Anti-Aging Creams,"$13,085,210.00 "
2013,Anti-Aging Creams,"$54,018,946.00 "
2023,Anti-Aging Creams,"$336,000,000.00 "
2005,Anti-Aging Creams,"$86,261,872.00 "
2006,Anti-Aging Creams,"$579,000,000.00 "
2008,Anti-Aging Creams,"$289,000,000.00 "
2024,Anti-Aging Creams,"$42,336,465.00 "
2007,Anti-Aging Creams,"$74,764,345.00 "
2012,Anti-Aging Creams,"$760,000,000.00 "
2016,Anti-Aging Creams,"$332,000,000.00 "
2010,Anti-Aging Creams,"$643,000,000.00 "
2016,Anti-Aging Creams,"$442,000,000.00 "
2016,Anti-Aging Creams,"$308,000,000.00 "
2008,Anti-Aging Creams,"$76,639,563.00 "
2013,Anti-Aging Creams,"$270,000,000.00 "
2006,Anti-Aging Creams,"$330,000,000.00 "
2016,Anti-Aging Creams,"$195,000,000.00 "
2022,Anti-Aging Creams,"$50,428,987.00 "
2018,Anti-Aging Creams,"$467,000,000.00 "
2011,Anti-Aging Creams,"$43,621,442.00 "
2024,Anti-Aging Creams,"$49,244,450.00 "
2011,Anti-Aging Creams,"$355,000,000.00 "
2010,Anti-Aging Creams,"$696,000,000.00 "
2002,Anti-Aging Creams,"$74,305,011.00 "
2015,Anti-Aging Creams,"$333,000,000.00 "
2020,Anti-Aging Creams,"$344,000,000.00 "
2014,Anti-Aging Creams,"$582,000,000.00 "
2015,Anti-Aging Creams,"$77,125,164.00 "
2017,Anti-Aging Creams,"$73,193,340.00 "
2022,Anti-Aging Creams,"$58,326,053.00 "
2016,Anti-Aging Creams,"$199,000,000.00 "
2007,Anti-Aging Creams,"$483,000,000.00 "
2006,Anti-Aging Creams,"$229,000,000.00 "
2024,Anti-Aging Creams,"$196,000,000.00 "
2009,Anti-Aging Creams,"$31,430,493.00 "
2024,Anti-Aging Creams,"$228,000,000.00 "
2011,Anti-Aging Creams,"$284,000,000.00 "
2015,Anti-Aging Creams,"$518,000,000.00 "
2021,Anti-Aging Creams,"$182,000,000.00 "
2006,Anti-Aging Creams,"$109,000,000.00 "
2005,Anti-Aging Creams,"$164,000,000.00 "
2017,Anti-Aging Creams,"$403,000,000.00 "
2001,Anti-Aging Creams,"$562,000,000.00 "
2016,Anti-Aging Creams,"$230,000,000.00 "
2023,Anti-Aging Creams,"$64,181,038.00 "
2008,Anti-Aging Creams,"$305,000,000.00 "
2018,Anti-Aging Creams,"$728,000,000.00 "
2014,Anti-Aging Creams,"$361,000,000.00 "
2000,Anti-Aging Creams,"$23,404,987.00 "
2007,Anti-Aging Creams,"$19,687,070.00 "
2003,Anti-Aging Creams,"$98,214,520.00 "
2002,Anti-Aging Creams,"$169,000,000.00 "
2002,Anti-Aging Creams,"$348,000,000.00 "
